Language pair,Combined sentences (LaBSE),Combined in-family sentences (LaBSE),Combined in-genus sentences (LaBSE),Combined sentences (LASER),Combined in-family sentences (LASER),Combined in-genus sentences (LASER),Same Family?,Same Genus?,"Character-level Overlap (multiset Jaccard coefficient, Book of Matthew)","Token-level Overlap (multiset Jaccard coefficient, Book of John)",Same Word Order?,Same Polysynthesis Status?,Geographic Distance (lang2vec),Inventory Distance (lang2vec),Syntactic Distance (lang2vec),Phonological Distance (lang2vec)
Slovene-Akawaio,129500000,11616265100,3338920000,5200000,377177649,49200000,0,0,0.3981,0.1396,0,0,0.1207,0.2912,0.5046,0.1633
Slovene-Czech,392500000,23232530200,6677840000,10700000,754355298,98400000,1,1,0.6483,0.5091,1,1,0.0003,0.2103,0.1304,0
Slovene-Tachelhit,129500000,11616265100,3338920000,5200000,377177649,49200000,0,0,0.4271,0.2027,0,1,0.0146,0.2986,0.3472,0.1
Slovene-Romanian,277200000,23232530200,5852700000,10100000,754355298,85484000,1,0,0.5592,0.3891,1,1,0.0011,0.1795,0.111,0.0513
Slovene-Lithuanian,227800000,23232530200,3559120000,8400000,754355298,54400000,1,0,0.6142,0.4854,1,1,0.0029,0.2151,0.1604,0.0513
Slovene-Wolof,131250000,11761564400,3484219300,5200000,377177649,49200000,0,0,0.5264,0.396,1,1,0.0385,0.2517,0.3853,0.2
Slovene-Zulu,139662000,11761564400,3484219300,5200000,377177649,49200000,0,0,0.5237,0.4775,1,1,0.1142,0.3246,0.425,0.3239
Slovene-Thai-tok,246200000,11732965100,3455620000,9300000,381277649,53300000,0,0,0.0277,0.1465,1,1,0.1244,0.234,0.441,0.2697
Slovene-Malayalam,190400000,11950315100,3566660000,5573000,377625649,49615000,0,0,0.0361,0.3258,0,1,0.0906,0.3497,0.4577,0.1056
Slovene-Hebrew,302000000,12112210100,3814584000,9300000,389854649,61588000,0,0,0.0389,0.396,1,1,0.012,0.3772,0.2074,0.1548
Slovene-Kabyle,129500000,11616265100,3338920000,5200000,377177649,49200000,0,0,0.5098,0.2053,0,0,0.16,0.3098,0.3564,0.1056
Slovene-French,1083500000,23232530200,5852700000,14000000,754355298,85484000,1,0,0.5622,0.4365,1,1,0.002,0.2522,0.2193,0.2106
Slovene-Afrikaans,173570000,23232530200,7255879000,5267000,754355298,308421917,1,0,0.5838,0.4494,1,1,0.1051,0.2308,0.3148,0.1419
Greek-Chinantec,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0291,0.0333,0,1,0.1852,0.412,0.3066,0.2697
Greek-Icelandic,312080000,23232530200,4120959000,8500000,754355298,265721917,1,0,0.0432,0.1829,1,1,0.0266,0.2939,0.1911,0.1419
Greek-Polish,625000000,23232530200,3542920000,12000000,754355298,55700000,1,0,0.0394,0.1844,1,1,0.0028,0.3304,0.1091,0.1
Greek-Romani,204000000,11616265100,204000000,6500000,377177649,6500000,1,0,0.0436,0.1846,1,1,0.0002,0.3465,0.2602,0.1
Greek-Maori,210419000,12134194500,721929400,6500000,377177649,6500000,0,0,0.0384,0.1778,0,1,0.3064,0.4278,0.3356,0.5757
Greek-Cabecar,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0408,0.1707,0,1,0.1775,0.2994,0.5049,0.1056
Greek-Mam,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0363,0.1076,0,0,0.1826,0.4178,0.2428,0.1056
Greek-Latvian,325900000,23232530200,424200000,8500000,754355298,11700000,1,0,0.0464,0.1841,1,1,0.0054,0.2173,0.2012,0.1419
Greek-Chinese,1474000000,12929534100,1474000000,14800000,385485649,14806000,0,0,0.044,0.1598,1,1,0.0939,0.4306,0.3745,0.2984
Greek-Japanese-tok,1614000000,13026265100,1614000000,9700000,380377649,9700000,0,0,0.0368,0.1409,0,1,0.1318,0.3224,0.5364,0.3
Greek-Albanian,293270000,23232530200,293270000,9700000,754355298,9700000,1,0,0.0444,0.1862,1,1,0.0004,0.2679,0.0983,0.0871
Greek-Basque,256730000,11668995100,256730000,7700000,378377649,7700000,0,0,0.0408,0.1826,0,1,0.0093,0.3879,0.3052,0.1056
Greek-Esperanto,278600000,11690865100,278600000,6897000,377591649,6897000,0,0,0.0444,0.1844,0,1,0.0072,0.3452,0.1296,0.1419
Greek-Gujarati,293920000,23232530200,1028900000,6500000,377177649,6500000,1,0,0.0384,0.1765,0,1,0.0443,0.3699,0.3318,0.1567
Greek-Serbian,272300000,23232530200,3542920000,10500000,754355298,55700000,1,0,0.0464,0.1841,1,1,0.0002,0.2463,0.1209,0.1
Greek-Vietnamese,425000000,11867063100,454798000,10500000,381178274,10500625,0,0,0.0451,0.1844,1,1,0.1109,0.4246,0.4202,0.2697
Greek-German,905000000,23232530200,4120959000,15200000,754355298,265721917,1,0,0.0426,0.1851,0,1,0.003,0.3694,0.2076,0.2394
Greek-Telugu,310310000,11950315100,310310000,6533000,377625649,6533000,0,0,0.0404,0.1741,0,1,0.0639,0.3536,0.4708,0.1567
Greek-Creole,274091000,11686356100,274091000,6500000,377177649,6500000,0,0,0.0432,0.1845,1,1,0.1409,0.2768,0.2169,0.0513
Greek-Quichua,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0413,0.1839,0,0,0.1856,0.3731,0.4802,0.1056
Greek-Achuar,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0333,0.1824,0,1,0.1888,0.4268,0.4877,0.2254
Greek-Malagasy,212427000,12134194500,721929400,6855000,384770209,14092560,0,0,0.0402,0.1848,0,1,0.0939,0.2916,0.4226,0.1419
Greek-Camsa,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0326,0.1828,0,0,0.1808,0.3712,0.4975,0.1056
Greek-Swedish,450000000,23232530200,4120959000,14300000,754355298,265721917,1,0,0.0437,0.1854,1,1,0.0083,0.3756,0.2039,0.1419
Greek-Aukan,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0356,0.1825,1,1,0.1306,0.2854,0.3317,0.1
Greek-Japanese,1614000000,13026265100,1614000000,9700000,380377649,9700000,0,0,0,0.1598,0,1,0.1318,0.3224,0.5364,0.3
Greek-Spanish,640000000,23232530200,2717780000,11300000,754355298,42784000,1,0,0.0416,0.1792,1,1,0.0097,0.2463,0.0983,0.1
Greek-Shuar,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0352,0.1708,0,0,0.1917,0.4059,0.3678,0.4836
Greek-Dutch,655000000,23232530200,4120959000,14900000,754355298,265721917,1,0,0.0387,0.1783,0,1,0.007,0.3404,0.2336,0.1419
Greek-Slovak,360500000,23232530200,3542920000,11700000,754355298,55700000,1,0,0.0465,0.1838,1,1,0.0015,0.2173,0.1209,0.1
Greek-Amuzgo,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0316,0.0717,0,1,0.1895,0.4782,0.3382,0.2829
Greek-Swahili,291840000,11761564400,349299300,6673000,377350649,6673000,0,0,0.044,0.1846,1,1,0.0626,0.2233,0.4222,0.1419
Greek-Chinese-tok,1474000000,12929534100,1474000000,14800000,385485649,14806000,0,0,0.0456,0.1598,1,1,0.0939,0.4306,0.3745,0.2984
Greek-Danish,381100000,23232530200,4120959000,14400000,754355298,265721917,1,0,0.0448,0.1845,1,1,0.0067,0.3173,0.2039,0.1419
Greek-Amharic,233492000,12112210100,679664000,6588000,389854649,18888000,0,0,0.0359,0.1598,0,1,0.0271,0.3601,0.3545,0.2
Greek-Somali,215825000,12112210100,215825000,6585000,389854649,6585000,0,0,0.0412,0.1835,0,1,0.0417,0.4059,0.4295,0.2697
Greek-Croatian,332900000,23232530200,3542920000,10500000,754355298,55700000,1,0,0.0471,0.1791,1,1,0.0011,0.2854,0.11,0.1
Greek-Italian,483000000,23232530200,2717780000,14800000,754355298,42784000,1,0,0.0414,0.1782,1,1,0.0021,0.3045,0.11,0.1
Greek-Akawaio,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0378,0.1136,0,0,0.1396,0.4389,0.4975,0.1633
Greek-Czech,467000000,23232530200,3542920000,12000000,754355298,55700000,1,0,0.0466,0.1838,1,1,0.0027,0.2951,0.2061,0.1
Greek-Tachelhit,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0384,0.174,0,1,0.0209,0.3601,0.2977,0.1
Greek-Romanian,351700000,23232530200,2717780000,11400000,754355298,42784000,1,0,0.0443,0.1862,1,1,0.0004,0.286,0.1209,0.0513
Greek-Lithuanian,302300000,23232530200,424200000,9700000,754355298,11700000,1,0,0.0461,0.1829,1,1,0.0043,0.3221,0.1885,0.1567
Greek-Wolof,205750000,11761564400,349299300,6500000,377177649,6500000,0,0,0.0463,0.1837,1,1,0.0458,0.3795,0.3657,0.2
Greek-Zulu,214162000,11761564400,349299300,6500000,377177649,6500000,0,0,0.0411,0.1844,1,1,0.1006,0.3045,0.4523,0.3239
Greek-Thai-tok,320700000,11732965100,320700000,10600000,381277649,10600000,0,0,0.0288,0.1458,1,1,0.1062,0.3384,0.4131,0.2697
Greek-Malayalam,264900000,11950315100,431740000,6873000,377625649,6915000,0,0,0.0325,0.1717,0,1,0.0713,0.4236,0.5049,0.1056
Greek-Hebrew,376500000,12112210100,679664000,10600000,389854649,18888000,0,0,0.0398,0.1723,1,1,0.0049,0.4846,0.1913,0.2394
Greek-Kabyle,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0426,0.1746,0,0,0.1822,0.4456,0.2384,0.1056
Greek-French,1158000000,23232530200,2717780000,15300000,754355298,42784000,1,0,0.0427,0.1844,1,1,0.0074,0.3875,0.1759,0.2106
Greek-Afrikaans,248070000,23232530200,4120959000,6567000,754355298,265721917,1,0,0.0426,0.1853,1,1,0.0921,0.3135,0.3264,0.1419
Chinantec-Icelandic,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.3039,0.0486,0,1,0.103,0.2725,0.5128,0.3037
Chinantec-Polish,421000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.2981,0.0536,0,1,0.1617,0.4413,0.4317,0.361
Chinantec-Romani,0,0,0,0,0,0,0,0,0.3768,0.0545,0,1,0.1786,0.3103,0.4931,0.361
Chinantec-Maori,6419000,517929400,517929400,0,0,0,0,0,0.325,0.0623,1,1,0.1819,0.4094,0.3682,0.6127
Chinantec-Cabecar,0,0,0,0,0,0,0,0,0.3769,0.1228,0,1,0.0058,0.391,0.6705,0.3876
Chinantec-Mam,0,0,0,0,0,0,0,0,0.4089,0.1178,1,0,0.0008,0.3789,0.0858,0.3876
Chinantec-Latvian,121900000,11616265100,220200000,2000000,377177649,5200000,0,0,0.2958,0.0474,0,1,0.162,0.3953,0.5443,0.3037
Chinantec-Chinese,1270000000,1313269000,1270000000,8300000,8308000,8306000,0,0,0.0627,0.0248,0,1,0.2251,0.2458,0.5463,0.2794
Chinantec-Japanese-tok,1410000000,1410000000,1410000000,3200000,3200000,3200000,0,0,0.056,0.0247,0,1,0.2082,0.3039,0.7564,0.4523
Chinantec-Albanian,89270000,11616265100,89270000,3200000,377177649,3200000,0,0,0.3008,0.0618,0,1,0.1789,0.4343,0.3748,0.25
Chinantec-Basque,52730000,52730000,52730000,1200000,1200000,1200000,0,0,0.3678,0.0574,0,1,0.1372,0.4438,0.4394,0.3876
Chinantec-Esperanto,74600000,74600000,74600000,397000,414000,397000,0,0,0.3851,0.0497,0,1,0.1397,0.3254,0.4448,0.3907
Chinantec-Gujarati,89920000,11616265100,824900000,0,0,0,0,0,0.0451,0.0333,0,1,0.2766,0.29,0.6047,0.4226
Chinantec-Serbian,68300000,11616265100,3338920000,4000000,377177649,49200000,0,0,0.3125,0.0556,0,1,0.1774,0.4205,0.4498,0.361
Chinantec-Vietnamese,221000000,250798000,250798000,4000000,4000625,4000625,0,0,0.2455,0.0455,0,1,0.2752,0.3912,0.3568,0.3333
Chinantec-German,701000000,11616265100,3916959000,8700000,377177649,259221917,0,0,0.345,0.0429,0,1,0.1563,0.3886,0.5116,0.3828
Chinantec-Telugu,106310000,334050000,106310000,33000,448000,33000,0,0,0.0287,0.03,0,1,0.29,0.3483,0.7064,0.4226
Chinantec-Creole,70091000,70091000,70091000,0,0,0,0,0,0.3619,0.0508,0,1,0.0124,0.3249,0.3419,0.3264
Chinantec-Quichua,0,0,0,0,0,0,0,0,0.3379,0.0647,0,0,0.0172,0.4291,0.6979,0.2856
Chinantec-Achuar,0,0,0,0,0,0,0,0,0.302,0.0744,0,1,0.0195,0.3356,0.6752,0.4107
Chinantec-Malagasy,8427000,517929400,517929400,355000,7592560,7592560,0,0,0.3054,0.0448,0,1,0.2896,0.4377,0.3595,0.3907
Chinantec-Camsa,0,0,0,0,0,0,0,0,0.3745,0.0727,0,0,0.0162,0.3789,0.6098,0.3876
Chinantec-Swedish,246000000,11616265100,3916959000,7800000,377177649,259221917,0,0,0.3536,0.0485,0,1,0.1493,0.3529,0.4805,0.3037
Chinantec-Aukan,0,0,0,0,0,0,0,0,0.4174,0.0648,0,1,0.0445,0.354,0.3958,0.2697
Chinantec-Japanese,1410000000,1410000000,1410000000,3200000,3200000,3200000,0,0,0,0.0247,0,1,0.2082,0.3039,0.7564,0.4523
Chinantec-Spanish,436000000,11616265100,2513780000,4800000,377177649,36284000,0,0,0.3887,0.0498,0,1,0.1398,0.4205,0.3748,0.2697
Chinantec-Shuar,0,0,0,0,0,0,0,0,0.3034,0.0599,0,0,0.0193,0.3688,0.6363,0.5286
Chinantec-Dutch,451000000,11616265100,3916959000,8400000,377177649,259221917,0,0,0.3419,0.04,0,1,0.1409,0.3448,0.4998,0.3037
Chinantec-Slovak,156500000,11616265100,3338920000,5200000,377177649,49200000,0,0,0.3116,0.049,0,1,0.1665,0.3953,0.4498,0.361
Chinantec-Amuzgo,0,0,0,0,0,0,1,0,0.4685,0.1732,1,1,0.0001,0.3701,0.0885,0.3453
Chinantec-Swahili,87840000,145299300,145299300,173000,173000,173000,0,0,0.3087,0.045,0,1,0.2696,0.3714,0.4359,0.3037
Chinantec-Chinese-tok,1270000000,1313269000,1270000000,8300000,8308000,8306000,0,0,0.0418,0.0248,0,1,0.2251,0.2458,0.5463,0.2794
Chinantec-Danish,177100000,11616265100,3916959000,7900000,377177649,259221917,0,0,0.3194,0.0456,0,1,0.1446,0.3186,0.5324,0.3037
Chinantec-Amharic,29492000,495945000,475664000,88000,12677000,12388000,0,0,0.0223,0.0248,0,1,0.2555,0.4438,0.5942,0.4523
Chinantec-Somali,11825000,495945000,11825000,85000,12677000,85000,0,0,0.3562,0.0532,0,1,0.2729,0.4191,0.5443,0.4167
Chinantec-Croatian,128900000,11616265100,3338920000,4000000,377177649,49200000,0,0,0.3106,0.0546,0,1,0.1678,0.4286,0.4177,0.361
Chinantec-Italian,279000000,11616265100,2513780000,8300000,377177649,36284000,0,0,0.3766,0.0538,0,1,0.1632,0.4196,0.367,0.361
Chinantec-Akawaio,0,0,0,0,0,0,0,0,0.3501,0.1128,0,0,0.0328,0.3975,0.554,0.4545
Chinantec-Czech,263000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.2958,0.0534,0,1,0.1591,0.4608,0.5463,0.361
Chinantec-Tachelhit,0,0,0,0,0,0,0,0,0.3023,0.0675,1,1,0.1335,0.468,0.3389,0.361
Chinantec-Romanian,147700000,11616265100,2513780000,4900000,377177649,36284000,0,0,0.3484,0.0536,0,1,0.178,0.4032,0.3998,0.3264
Chinantec-Lithuanian,98300000,11616265100,220200000,3200000,377177649,5200000,0,0,0.3002,0.0462,0,1,0.1642,0.4343,0.4998,0.4226
Chinantec-Wolof,1750000,145299300,145299300,0,0,0,0,0,0.3607,0.0675,0,1,0.1251,0.3258,0.4045,0.4523
Chinantec-Zulu,10162000,145299300,145299300,0,0,0,0,0,0.3281,0.0442,0,1,0.2628,0.3954,0.443,0.3828
Chinantec-Thai-tok,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0472,0.0255,0,1,0.2871,0.3099,0.3772,0.4167
Chinantec-Malayalam,60900000,334050000,227740000,373000,448000,415000,0,0,0.0233,0.0283,0,1,0.2993,0.332,0.7528,0.3876
Chinantec-Hebrew,172500000,495945000,475664000,4100000,12677000,12388000,0,0,0.0243,0.0263,0,1,0.2199,0.4993,0.3389,0.4599
Chinantec-Kabyle,0,0,0,0,0,0,0,0,0.3405,0.0743,0,0,0.0009,0.411,0.1792,0.3876
Chinantec-French,954000000,11616265100,2513780000,8800000,377177649,36284000,0,0,0.3625,0.0533,0,1,0.1394,0.3038,0.4317,0.2794
Chinantec-Afrikaans,44070000,11616265100,3916959000,67000,377177649,259221917,0,0,0.3586,0.0418,0,1,0.2598,0.3078,0.4929,0.3907
Icelandic-Polish,529080000,23232530200,7255879000,7500000,754355298,308421917,1,0,0.4389,0.4226,1,1,0.0131,0.3331,0.1105,0.0465
Icelandic-Romani,108080000,11616265100,3916959000,2000000,377177649,259221917,1,0,0.5139,0.3641,1,1,0.0239,0.2529,0.2999,0.0465
Icelandic-Maori,114499000,12134194500,4434888400,2000000,377177649,259221917,0,0,0.3789,0.3581,0,1,0.3006,0.3958,0.3682,0.5955
Icelandic-Cabecar,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.3985,0.1981,0,1,0.1063,0.292,0.5332,0.1472
Icelandic-Mam,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.3328,0.128,0,0,0.1038,0.3647,0.4564,0.1472
Icelandic-Latvian,229980000,23232530200,4137159000,4000000,754355298,264421917,1,0,0.5015,0.4464,1,1,0.0124,0.2267,0.2404,0.0909
Icelandic-Chinese,1378080000,12929534100,5186959000,10300000,385485649,267527917,0,0,0.0437,0.3622,1,1,0.1077,0.3731,0.3061,0.1638
Icelandic-Japanese-tok,1518080000,13026265100,5326959000,5200000,380377649,262421917,0,0,0.036,0.1409,0,1,0.1309,0.3427,0.4857,0.3326
Icelandic-Albanian,197350000,23232530200,4006229000,5200000,754355298,262421917,1,0,0.5128,0.408,1,1,0.0252,0.2525,0.1247,0.0426
Icelandic-Basque,160810000,11668995100,3969689000,3200000,378377649,260421917,0,0,0.4648,0.3402,0,1,0.013,0.4063,0.3927,0.1472
Icelandic-Esperanto,182680000,11690865100,3991559000,2397000,377591649,259618917,0,0,0.5323,0.4401,0,1,0.0087,0.2236,0.1551,0.1818
Icelandic-Gujarati,198000000,23232530200,4741859000,2000000,377177649,259221917,1,0,0.0408,0.2939,0,1,0.1059,0.2944,0.3576,0.0955
Icelandic-Serbian,176380000,23232530200,7255879000,6000000,754355298,308421917,1,0,0.5069,0.4354,1,1,0.0223,0.2525,0.1497,0.0465
Icelandic-Vietnamese,329080000,11867063100,4167757000,6000000,381178274,263222542,0,0,0.369,0.3891,1,1,0.1542,0.3104,0.3861,0.3037
Icelandic-German,809080000,23232530200,7833918000,10700000,754355298,518443834,1,1,0.5105,0.4498,0,1,0.0129,0.2452,0.1209,0.1136
Icelandic-Telugu,214390000,11950315100,4023269000,2033000,377625649,259254917,0,0,0.04,0.262,0,1,0.1291,0.3333,0.4396,0.196
Icelandic-Creole,178171000,11686356100,3987050000,2000000,377177649,259221917,0,0,0.4818,0.3838,1,1,0.0752,0.1902,0.3419,0.0955
Icelandic-Quichua,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.4427,0.3505,0,0,0.1249,0.416,0.4782,0.1472
Icelandic-Achuar,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.3598,0.2375,0,1,0.1298,0.4053,0.4587,0.2615
Icelandic-Malagasy,116507000,12134194500,4434888400,2355000,384770209,266814477,0,0,0.4169,0.4017,0,1,0.1798,0.2605,0.4396,0.1818
Icelandic-Camsa,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.3267,0.2808,0,0,0.1196,0.39,0.4983,0.1472
Icelandic-Swedish,354080000,23232530200,7833918000,9800000,754355298,518443834,1,1,0.5703,0.4482,1,1,0.0078,0.2099,0.0649,0
Icelandic-Aukan,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.3791,0.2585,1,1,0.0924,0.2121,0.2585,0.1419
Icelandic-Japanese,1518080000,13026265100,5326959000,5200000,380377649,262421917,0,0,0,0.2333,0,1,0.1309,0.3427,0.4857,0.3326
Icelandic-Spanish,544080000,23232530200,6430739000,6800000,754355298,295505917,1,0,0.5156,0.4284,1,1,0.0162,0.2782,0.1997,0.1419
Icelandic-Shuar,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.4311,0.3066,0,0,0.1322,0.4424,0.4025,0.5076
Icelandic-Dutch,559080000,23232530200,7833918000,10400000,754355298,518443834,1,1,0.5109,0.439,0,1,0.0074,0.2668,0.1497,0
Icelandic-Slovak,264580000,23232530200,7255879000,7200000,754355298,308421917,1,0,0.5188,0.4393,1,1,0.0161,0.2525,0.1247,0.0465
Icelandic-Amuzgo,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.294,0.088,0,1,0.1066,0.3298,0.5189,0.3162
Icelandic-Swahili,195920000,11761564400,4062258300,2173000,377350649,259394917,0,0,0.4765,0.4423,1,1,0.1417,0.2141,0.5128,0.2727
Icelandic-Chinese-tok,1378080000,12929534100,5186959000,10300000,385485649,267527917,0,0,0.0455,0.3622,1,1,0.1077,0.3731,0.3061,0.1638
Icelandic-Danish,285180000,23232530200,7833918000,9900000,754355298,518443834,1,1,0.5574,0.4858,1,1,0.0071,0.1681,0.0649,0
Icelandic-Amharic,137572000,12112210100,4392623000,2088000,389854649,271609917,0,0,0.0405,0.3753,0,1,0.0956,0.3321,0.3794,0.1419
Icelandic-Somali,119905000,12112210100,3928784000,2085000,389854649,259306917,0,0,0.4199,0.4004,0,1,0.1177,0.3177,0.3417,0.3037
Icelandic-Croatian,236980000,23232530200,7255879000,6000000,754355298,308421917,1,0,0.5247,0.4416,1,1,0.0185,0.2883,0.1139,0.0465
Icelandic-Italian,387080000,23232530200,6430739000,10300000,754355298,295505917,1,0,0.5052,0.4123,1,1,0.0187,0.2578,0.1898,0.0465
Icelandic-Akawaio,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.364,0.1296,0,0,0.0927,0.3543,0.6098,0.2023
Icelandic-Czech,371080000,23232530200,7255879000,7500000,754355298,308421917,1,0,0.4842,0.4417,1,1,0.0131,0.3231,0.1994,0.0465
Icelandic-Tachelhit,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.4733,0.2046,0,1,0.0292,0.3815,0.3862,0.1419
Icelandic-Romanian,255780000,23232530200,6430739000,6900000,754355298,295505917,1,0,0.4714,0.3701,1,1,0.0214,0.243,0.1247,0.0955
Icelandic-Lithuanian,206380000,23232530200,4137159000,5200000,754355298,264421917,1,0,0.5248,0.4432,1,1,0.0133,0.3249,0.2248,0.0955
Icelandic-Wolof,109830000,11761564400,4062258300,2000000,377177649,259221917,0,0,0.5037,0.3759,1,1,0.0549,0.2413,0.4045,0.2372
Icelandic-Zulu,118242000,11761564400,4062258300,2000000,377177649,259221917,0,0,0.4799,0.4307,1,1,0.1791,0.2826,0.5189,0.3553
Icelandic-Thai-tok,224780000,11732965100,4033659000,6100000,381277649,263321917,0,0,0.0308,0.1538,1,1,0.1589,0.247,0.4056,0.3037
Icelandic-Malayalam,168980000,11950315100,4144699000,2373000,377625649,259636917,0,0,0.0348,0.3223,0,1,0.1433,0.338,0.4233,0.1472
Icelandic-Hebrew,280580000,12112210100,4392623000,6100000,389854649,271609917,0,0,0.0392,0.396,1,1,0.0515,0.4339,0.2209,0.1942
Icelandic-Kabyle,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.4702,0.2012,0,0,0.1038,0.3427,0.3724,0.1472
Icelandic-French,1062080000,23232530200,6430739000,10800000,754355298,295505917,1,0,0.5007,0.4186,1,1,0.0095,0.225,0.2093,0.1638
Icelandic-Afrikaans,152150000,23232530200,7833918000,2067000,754355298,518443834,1,1,0.5599,0.4327,1,1,0.1695,0.1942,0.2527,0.1818
Polish-Romani,421000000,11616265100,3338920000,5500000,377177649,49200000,1,0,0.5114,0.3583,1,1,0.0023,0.2987,0.2556,0
Polish-Maori,427419000,12134194500,3856849400,5500000,377177649,49200000,0,0,0.3867,0.3867,0,1,0.3079,0.479,0.3658,0.5757
Polish-Cabecar,421000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.4359,0.2042,0,1,0.1587,0.275,0.5237,0.1056
Polish-Mam,421000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.3941,0.1448,0,0,0.1606,0.3012,0.3571,0.1056
Polish-Latvian,542900000,23232530200,3559120000,7500000,754355298,54400000,1,0,0.5119,0.4417,1,1,0.0009,0.2345,0.1949,0.0465
Polish-Chinese,1691000000,12929534100,4608920000,13800000,385485649,57506000,0,0,0.0378,0.3592,1,1,0.0903,0.3827,0.3056,0.2106
Polish-Japanese-tok,1831000000,13026265100,4748920000,8700000,380377649,52400000,0,0,0.0314,0.1409,0,1,0.1243,0.3549,0.5044,0.3
Polish-Albanian,510270000,23232530200,3428190000,8700000,754355298,52400000,1,0,0.4888,0.4252,1,1,0.0031,0.2839,0.1084,0.0871
Polish-Basque,473730000,11668995100,3391650000,6700000,378377649,50400000,0,0,0.4557,0.3416,0,1,0.0065,0.3413,0.3473,0.1056
Polish-Esperanto,495600000,11690865100,3413520000,5897000,377591649,49597000,0,0,0.54,0.4405,0,1,0.0028,0.2932,0.1393,0.1419
Polish-Gujarati,510920000,23232530200,4163820000,5500000,377177649,49200000,1,0,0.0357,0.2908,0,1,0.0573,0.3624,0.3333,0.0513
Polish-Serbian,489300000,23232530200,6677840000,9500000,754355298,98400000,1,1,0.6198,0.4779,1,1,0.0016,0.2081,0.1084,0
Polish-Vietnamese,642000000,11867063100,3589718000,9500000,381178274,53200625,0,0,0.3017,0.3952,1,1,0.1178,0.3622,0.4084,0.2697
Polish-German,1122000000,23232530200,7255879000,14200000,754355298,308421917,1,0,0.4568,0.432,0,1,0.0007,0.3816,0.1999,0.1548
Polish-Telugu,527310000,11950315100,3445230000,5533000,377625649,49233000,0,0,0.0371,0.2659,0,1,0.0784,0.3879,0.4342,0.1567
Polish-Creole,491091000,11686356100,3409011000,5500000,377177649,49200000,0,0,0.5024,0.3927,1,1,0.1227,0.1951,0.2643,0.0513
Polish-Quichua,421000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.3833,0.3428,0,0,0.1714,0.3747,0.4707,0.1056
Polish-Achuar,421000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.3315,0.2294,0,1,0.1754,0.362,0.4523,0.2254
Polish-Malagasy,429427000,12134194500,3856849400,5855000,384770209,56792560,0,0,0.4145,0.4123,0,1,0.1208,0.2427,0.4085,0.1419
Polish-Camsa,421000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.3241,0.2783,0,0,0.1663,0.2712,0.4896,0.1056
Polish-Swedish,667000000,23232530200,7255879000,13300000,754355298,308421917,1,0,0.4557,0.4276,1,1,0.0017,0.3439,0.174,0.0465
Polish-Aukan,421000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.4059,0.2681,1,1,0.1226,0.2452,0.312,0.1
Polish-Japanese,1831000000,13026265100,4748920000,8700000,380377649,52400000,0,0,0,0.2333,0,1,0.1243,0.3549,0.5044,0.3
Polish-Spanish,857000000,23232530200,5852700000,10300000,754355298,85484000,1,0,0.4959,0.4108,1,1,0.008,0.2609,0.1566,0.1
Polish-Shuar,421000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.3441,0.2831,0,0,0.1782,0.4289,0.3992,0.4836
Polish-Dutch,872000000,23232530200,7255879000,13900000,754355298,308421917,1,0,0.4889,0.4093,0,1,0.0018,0.335,0.2289,0.0465
Polish-Slovak,577500000,23232530200,6677840000,10700000,754355298,98400000,1,1,0.5804,0.5072,1,1,0.0003,0.2345,0.0843,0
